StationID,STATION NAME,CTRY,STATE,LAT,LON,Begin Date,End Date
719900-99999,MACMILLAN PASS,CA,,63.25,-130.033,2003-06-17,2020-02-29
719990-99999,LILLOOET,CA,,50.683,-121.93299999999999,2004-09-28,2020-02-29
720110-53983,LLANO MUNICIPAL AIRPORT,US,TX,30.784000000000002,-98.662,2005-01-01,2020-03-01
720113-54829,OAKLAND/TROY AIRPORT,US,MI,42.543,-83.178,2005-01-01,2020-03-01
720120-63837,HILTON HEAD AIRPORT,US,SC,32.217,-80.7,2006-01-01,2020-03-01
720137-4867,MORS MUNI-J.R. WSBRN FD AP,US,IL,41.425,-88.419,2006-01-01,2020-03-01
720151-3049,ALPINE-CASPARIS MUNI ARPT,US,TX,30.383000000000003,-103.68299999999999,2006-01-01,2020-03-01
720170-63851,METROPOLIS MUNICIPAL AIRPORT,US,IL,37.186,-88.751,2006-01-01,2020-03-01
720172-53996,MENA INTERMOUNTAIN MUNICIPAL AIRPORT,US,AR,34.545,-94.20299999999999,2006-01-01,2020-03-01
720175-53919,MONTCELO MUNI/ELLIS FLD AP,US,AR,33.635999999999996,-91.756,2005-01-01,2020-03-01
720198-54813,MUNISING LAKESHORE,US,MI,46.417,-86.65,2006-01-01,2020-03-01
720202-118,TILLAMOOK AIRPORT,US,OR,45.417,-123.81700000000001,2005-01-03,2020-03-02
720254-119,CHEHALIS CENTRALIA AIRPORT,US,WA,46.683,-122.98299999999999,2007-02-16,2020-03-01
720257-63835,EARLY COUNTY AIRPORT,US,GA,31.397,-84.895,2006-01-01,2020-03-01
720258-4997,ISEDOR IVERSON AIRPORT,US,MN,46.619,-93.31,2006-01-01,2020-03-01
720261-53976,BRIDGEPORT MUNICIPAL ARPT,US,TX,33.175,-97.82799999999999,2006-01-01,2020-03-01
720265-63833,THOMAS C RUSSELL FLD ARPT,US,AL,32.915,-85.963,2006-01-01,2020-03-01
720266-54809,WARSAW MUNICIPAL AIRPORT,US,IN,41.275,-85.84,2006-01-01,2020-03-01
720267-23224,AUBURN MUNICIPAL AIRPORT,US,CA,38.955,-121.08200000000001,2006-01-01,2020-03-01
720268-53882,DCATR CO INDUS AIRPK ARPT,US,GA,30.983,-84.633,2006-01-01,2020-03-01
720269-12982,BROOKS COUNTY AIRPORT,US,TX,27.206999999999997,-98.12100000000001,2006-01-01,2020-03-01
720271-3044,BIG SRNG MCMHN-WRKLE ARPT,US,TX,32.213,-101.521,2006-01-01,2020-03-01
720272-94282,SKAGIT REGIONAL AIRPORT,US,WA,48.467,-122.417,2006-01-01,2020-03-01
720273-12981,BAY CITY MUNICIPAL AIRPORT,US,TX,28.973000000000003,-95.863,2006-01-01,2020-03-01
720274-93799,COLUMBUS CO MUNICIPAL ARPT,US,NC,34.273,-78.715,2006-01-01,2020-02-29
720275-4872,TOLEDO SUBURBAN AIRPORT,US,MI,41.736000000000004,-83.655,2006-01-01,2020-03-01
720276-12983,EDINBURG INTL AIRPORT,US,TX,26.441999999999997,-98.12899999999999,2006-01-01,2020-03-01
720277-63843,SHELBY MUNICIPAL AIRPORT,US,NC,35.256,-81.601,2006-01-01,2020-03-01
720278-3704,EMPORIA-GRENVLE RGNL ARPT,US,VA,36.687,-77.483,2006-01-01,2020-03-01
720279-3705,CURTIS L BROWN JR FLD ARPT,US,NC,34.602,-78.578,2006-01-01,2020-03-01
720282-3736,FIRST FLIGHT AIRPORT,US,NC,36.018,-75.671,2006-01-01,2020-03-01
720283-4927,FILLMORE COUNTY AIRPORT,US,MN,43.677,-92.18,2006-01-01,2020-03-01
720284-4877,FITCH H BEACH AIRPORT,US,MI,42.574,-84.811,2006-01-01,2020-03-01
720285-3734,MIDDLE PENINSULA REGIONAL AIRPORT,US,VA,37.521,-76.765,2006-01-01,2020-03-01
720286-53977,GRANBURY MUNICIPAL ARPT,US,TX,32.444,-97.81700000000001,2006-01-01,2020-03-01
720287-53967,GRAYSON COUNTY AIRPORT,US,TX,33.714,-96.67399999999999,2006-01-01,2020-03-01
720288-3711,HENDERSON-OXFORD AIRPORT,US,NC,36.361,-78.529,2006-01-01,2020-03-01
720289-63836,THOMSON-MCDUFFIE CO ARPT,US,GA,33.53,-82.516,2005-01-01,2020-03-01
720291-53970,MESQUITE METROPOLITAN ARPT,US,TX,32.747,-96.531,2006-01-01,2020-03-01
720293-4989,INDEPENDENCE MUNICIPAL APT,US,IA,42.453,-91.948,2006-01-01,2020-03-01
720294-53898,WASHINGTON-WILKES CO ARPT,US,GA,33.78,-82.816,2006-10-28,2020-03-01
720295-53972,HILLSBORO MUNICIPAL ARPT,US,TX,32.084,-97.09700000000001,2006-01-01,2020-03-01
720296-53945,JASPER COUNTY-BELL FLD APT,US,TX,30.886,-94.035,2006-01-01,2020-03-01
720297-3730,WILLIAMSBURG-JAMESTOWN APT,US,VA,37.239000000000004,-76.71600000000001,2006-01-01,2020-03-01
720298-53971,CHEROKEE COUNTY AIRPORT,US,TX,31.869,-95.21799999999999,2006-01-01,2020-03-01
720299-53966,MID-WAY REGIONAL AIRPORT,US,TX,32.455999999999996,-96.913,2006-01-01,2020-03-01
720301-63846,PLANTATION AIRPARK,US,GA,32.646,-81.596,2006-01-01,2020-03-01
720303-53973,HEARNE MUNICIPAL AIRPORT,US,TX,30.872,-96.62200000000001,2006-01-01,2020-03-01
720304-64752,WINGS FIELD AIRPORT,US,PA,40.1,-75.267,2005-01-01,2020-03-01
720305-53964,DECATUR MUNICIPAL AIRPORT,US,TX,33.254,-97.581,2006-01-01,2020-03-01
720306-53879,LEE'S SUMMIT MUNICIPAL APT,US,MO,38.96,-94.37100000000001,2006-01-01,2020-03-01
720307-63804,MADISON CO EXECUTIVE ARPT,US,AL,34.861,-86.557,2006-01-01,2020-03-01
720308-4992,MILLARD AIRPORT,US,NE,41.196000000000005,-96.11200000000001,2006-01-01,2020-03-01
720309-4947,MOUNT PLEASANT MUNI ARPT,US,IA,40.946999999999996,-91.51100000000001,2006-01-01,2020-03-01
720311-53962,MOUNT PLEASANT RGNL ARPT,US,TX,33.096,-94.961,2006-01-01,2020-03-01
720312-4964,PELLA MUNICIPAL AIRPORT,US,IA,41.4,-92.946,2006-01-01,2020-03-01
720313-3052,PERRY LEFORS FIELD AIRPORT,US,TX,35.613,-100.99600000000001,2006-01-01,2020-03-01
720314-93983,PALESTINE MUNICIPAL ARPT,US,TX,31.78,-95.706,2006-01-01,2020-03-01
720315-3045,PERRYTON OCHILTREE CO ARPT,US,TX,36.414,-100.75,2006-01-01,2020-03-01
720316-12984,NUECES COUNTY ARIPORT,US,TX,27.779,-97.691,2006-01-01,2020-03-01
720317-3735,STAFFORD REGIONAL AIRPORT,US,VA,38.398,-77.456,2006-01-01,2020-03-01
720318-53965,GRAHAM MUNICIPAL AIRPORT,US,TX,33.11,-98.555,2006-01-01,2020-03-01
720319-63841,ROBINSON MUNICIPAL AIRPORT,US,IL,39.016,-87.65,2006-01-01,2020-03-01
720320-53981,CLEBURNE MUNICIPAL AIRPORT,US,TX,32.354,-97.434,2006-01-01,2020-03-01
720321-4893,CHEBOYGAN COUNTY AIRPORT,US,MI,45.653999999999996,-84.51899999999999,2006-01-01,2020-03-01
720322-4129,SANDPOINT AIRPORT,US,ID,48.299,-116.56,2006-01-01,2020-03-01
720323-93947,GILLESPIE CO,US,TX,30.243000000000002,-98.91,2006-01-01,2020-03-01
720324-64753,QUAKERTOWN AIRPORT,US,PA,40.435,-75.382,2006-01-01,2020-03-01
720326-4981,VINTON VETERANS MEMORIAL AIRPARK AIRPORT,US,IA,42.218999999999994,-92.02600000000001,2006-01-01,2020-03-01
720327-4995,MENOMONIE MUNICIPAL AIRPORT-SCORE FIELD,US,WI,44.891999999999996,-91.868,2006-01-01,2020-03-01
720328-63832,UPSHUR COUNTY RGNL AIRPORT,US,WV,39.0,-80.274,2006-01-01,2020-03-01
720330-63853,MOUNT CARMEL MUNICIPAL AIRPORT,US,IL,38.607,-87.727,2006-01-01,2020-03-01
720333-53175,CORONA MUNICIPAL AIRPORT,US,CA,33.898,-117.602,2006-09-07,2020-02-29
720334-93764,GAITHERSBURG MONTGOMERY COUNTY AIR PARK,US,MD,39.167,-77.167,2007-10-17,2020-03-01
720339-121,RYAN FIELD AIRPORT,US,AZ,32.15,-111.167,2007-11-15,2020-02-29
720340-54818,FRANKFORT DOW MEMORIAL FIELD AIRPORT,US,MI,44.626000000000005,-86.20100000000001,2006-01-01,2020-03-01
720342-53947,WATONGA AIRPORT,US,OK,35.864000000000004,-98.421,2006-01-01,2020-03-01
720343-54852,WAUPACA MUNICIPAL AIRPORT,US,WI,44.333,-89.02,2006-01-01,2020-03-01
720344-54920,CHEROKEE MUNICIPAL AIRPORT/,US,IA,42.732,-95.556,2006-01-01,2020-03-01
720345-94086,RALPH WENZ FIELD AIRPORT,US,WY,42.79600000000001,-109.807,2006-01-01,2020-03-01
720346-53991,ALLEN PARISH AIRPORT,US,LA,30.75,-92.68799999999999,2005-04-08,2020-03-01
720347-63877,GREENE COUNTY REGIONAL AIRPORT,US,GA,33.598,-83.139,2006-01-01,2020-03-01
720348-63886,BALDWIN COUNTY AIRPORT,US,GA,33.154,-83.241,2006-01-01,2020-03-01
720351-54919,OSKALOOSA MUNICIPAL AIRPORT,US,IA,41.226000000000006,-92.491,2006-01-01,2020-03-01
720353-63875,MIDDLESBORO-BELL COUNTY AIRPORT,US,KY,36.611,-83.738,2006-01-01,2020-03-01
720354-63901,ALTUS/QUARTZ MOUNTAIN REGIONAL AIRPORT,US,OK,34.699,-99.338,2005-05-24,2020-03-01
720355-3732,GREATER CUMBERLAND REGIONAL AIRPORT,US,MD,39.6,-78.767,2006-04-28,2020-03-01
720356-13999,CLINTON REGIONAL AIRPORT,US,OK,35.538000000000004,-98.93299999999999,2005-06-11,2020-03-01
720357-53993,CUSHING MUNICIPAL AIRPORT,US,OK,35.95,-96.773,2006-01-01,2020-03-01
720358-53999,EL RENO REGIONAL AIRPORT,US,OK,35.473,-98.006,2005-08-17,2020-03-01
720359-23902,SEMINOLE MUNICIPAL AIRPORT,US,OK,35.275,-96.675,2005-06-11,2020-03-01
720361-63870,FLORALA MUNI,US,AL,31.043000000000003,-86.31200000000001,2006-05-11,2020-03-01
720362-63874,MAC CRENSHAW MEMORIAL AIRPORT,US,AL,31.846,-86.611,2006-09-01,2020-03-01
720365-24267,BROOKINGS AIRPORT,US,OR,42.074,-124.29,2005-08-02,2020-03-01
720367-54927,PAYNESVILLE MUNICIPAL AP,US,MN,45.372,-94.74600000000001,2005-08-12,2020-03-01
720368-54924,SLAYTON MUNICIPAL AIRPORT,US,MN,43.986999999999995,-95.78299999999999,2005-08-11,2020-03-01
720369-4135,DRIGGS-REED MEMORIAL AIRPORT,US,ID,43.743,-111.098,2006-10-24,2020-03-02
720371-54850,HREE RIVERS MUNICIPAL DR HAINES AIRPORT,US,MI,41.96,-85.59299999999999,2006-10-24,2020-03-01
720373-92824,PLANT CITY MUNICIPAL AIRPORT,US,FL,28.0,-82.164,2006-10-24,2020-03-01
720374-92825,PETER O KNIGHT AIRPORT,US,FL,27.916,-82.449,2006-10-24,2020-03-01
720375-54844,DRUMMOND ISLAND AIRPORT,US,MI,46.007,-83.743,2006-08-31,2020-03-01
720376-63880,THE ALBERTVILLE MUNI ARPT-THOMAS J BRUMLIK FLD,US,AL,34.229,-86.256,2006-04-03,2020-03-01
720377-13917,NEWPORT MUNI,US,AR,35.633,-91.167,2006-05-01,2020-03-01
720378-122,NEW CASTLE MUNICIPAL AIRPORT,US,PA,41.033,-80.417,2006-05-01,2020-03-01
720379-63882,WAYNE COUNTY AIRPORT,US,KY,36.855,-84.85600000000001,2006-05-01,2020-03-01
720381-63885,JACK EDWARDS AIRPORT,US,AL,30.291,-87.67200000000001,2006-05-01,2020-03-01
720382-123,ST MICHAEL AIRPORT,US,AK,63.49,-162.11,2006-05-01,2020-02-29
720383-53847,WHITING FIELD NAVAL AIR STATION-SOUTH,US,FL,30.704,-87.023,2007-01-16,2020-03-01
720384-124,BAY BRIDGE AIRPORT,US,MD,38.967,-76.333,2007-04-01,2020-03-01
720385-419,BERTHOUD PASS,US,CO,39.8,-105.766,2007-04-01,2020-02-24
720386-125,WILLMAR MUNICIPAL AIRPORT JOHN L RICE FIELD,US,MN,45.117,-95.133,2007-07-24,2020-03-01
720388-469,PIERCE COUNTY AIRPORT THUN FIELD,US,WA,47.104,-122.287,2007-04-01,2020-03-01
720391-127,BEEVILLE MUNICIPAL AIRPORT,US,TX,28.35,-97.71700000000001,2007-06-25,2020-03-01
720392-128,HOMERVILLE AIRPORT,US,GA,31.055999999999997,-82.76700000000001,2007-05-21,2020-03-01
720393-129,HEREFORD MUNICIPAL AIRPORT,US,TX,34.85,-102.333,2007-05-21,2020-03-01
720395-130,PLEASANTON MUNICIPAL AIRPORT,US,TX,28.95,-98.51700000000001,2007-05-21,2020-03-01
720397-131,OHIO UNIVERSITY AIRPORT SNYDER FIELD,US,OH,39.217,-82.23299999999999,2007-05-21,2020-03-01
720401-133,CLINTON MUNICIPAL AIRPORT,US,AR,35.6,-92.45,2007-06-28,2020-03-01
720404-134,KICKAPOO DOWNTOWN AIRPORT,US,TX,33.85,-98.48299999999999,2007-11-14,2020-03-01
720405-436,BLAIR MUNICIPAL AIRPORT,US,NE,41.412,-96.109,2009-01-01,2020-03-01
720407-462,OCEAN COUNTY AIRPORT,US,NJ,39.928000000000004,-74.292,2007-11-14,2020-03-01
720408-136,CHESTER COUNTY GO CARLSON AIRPORT,US,PA,39.983000000000004,-75.867,2007-12-03,2020-03-01
720409-99999,BLAIRSVILLE AIRPORT,US,GA,34.85,-83.98299999999999,2008-01-01,2020-02-29
720411-137,ANGEL FIRE AIRPORT,US,NM,36.422,-105.29,2009-01-01,2020-03-01
720412-54943,PERRY MUNICIPAL AIRPORT,US,IA,41.828,-94.16,2009-01-01,2020-03-01
720413-138,POSEY FIELD AIRPORT,US,AL,34.266999999999996,-87.6,2009-01-01,2020-03-01
720414-139,KNOX COUNTY AIRPORT,US,OH,40.333,-82.51700000000001,2009-01-01,2020-03-01
720415-140,FREMONT MUNICIPAL AIRPORT,US,MI,43.433,-86.0,2009-01-01,2020-03-01
720448-144,STUART POWELL FIELD AIRPORT,US,KY,37.578,-84.77,2009-01-01,2020-03-01
720479-149,MONETT MUNICIPAL AIRPORT,US,MO,36.9,-94.01700000000001,2009-02-01,2020-03-01
720492-151,CALEDONIA COUNTY AIRPORT,US,VT,44.567,-72.017,2009-01-01,2020-03-02
720493-54758,NEWPORT AP,US,VT,44.883,-72.233,2009-01-01,2020-03-02
720494-152,FRANKLIN COUNTY STATE AIRPORT,US,VT,44.933,-73.1,2008-04-01,2020-03-02
720501-155,TAPPAHANNOCK ESSEX COUNTY AIRPORT,US,VA,37.85,-76.883,2009-01-01,2020-03-01
720532-159,HARRIET ALEXANDER FIELD AIRPORT,US,CO,38.533,-106.05,2009-11-21,2020-03-01
720539-165,STEVENS FIELD AIRPORT,US,CO,37.283,-107.05,2009-10-01,2020-03-01
720541-53806,OXFORD UNIV,US,MS,34.383,-89.55,2009-01-01,2020-03-01
720542-166,LAGO VISTA RUSTY ALLEN AIRPORT,US,TX,30.5,-97.96700000000001,2009-01-01,2020-03-01
720543-167,DE KALB COUNTY AIRPORT,US,IN,41.3,-85.06700000000001,2009-01-01,2020-03-01
720545-169,CHESTER AIRPORT,US,CT,41.38399999999999,-72.506,2009-01-01,2020-03-01
720576-174,UNIVERSITY AIRPORT,US,CA,38.533,-121.78299999999999,2009-01-02,2020-03-01
720577-175,RUSK COUNTY AIRPORT,US,TX,32.15,-94.85,2009-01-09,2020-03-01
720578-176,STEPHENS COUNTY AIRPORT,US,TX,32.717,-98.89200000000001,2009-01-01,2020-03-01
720584-181,ZAPATA COUNTY AIRPORT,US,TX,26.967,-99.25,2009-01-01,2020-03-01
720586-183,PLATTEVILLE MUNICIPAL AIRPORT,US,WI,42.683,-90.45,2009-01-01,2020-03-01
720587-184,ABBEVILLE CHRIS CRUSTA MEMORIAL AIRPORT,US,LA,29.976,-92.084,2009-01-01,2020-03-01
720589-185,SHAWANO MUNICIPAL AIRPORT,US,WI,44.783,-88.55,2009-02-01,2020-03-01
720592-186,H L SONNY CALLAHAN AIRPORT,US,AL,30.46,-87.87700000000001,2009-01-01,2020-03-01
720593-187,STARKE COUNTY AIRPORT,US,IN,41.333,-86.667,2009-01-01,2020-03-01
720594-188,HOUSTON DUNN HELISTOP,US,TX,29.717,-95.383,2009-01-01,2020-02-19
720596-189,NEWBERRY COUNTY AIRPORT,US,SC,34.3,-81.633,2009-01-05,2020-03-01
720597-190,LAURENS COUNTY AIRPORT,US,SC,34.5,-81.95,2009-01-05,2020-03-01
720598-191,BERKELEY COUNTY AIRPORT,US,SC,33.183,-80.033,2009-01-05,2020-03-01
720599-192,CHESTER CATAWBA REGIONAL AIRPORT,US,SC,34.783,-81.2,2009-01-05,2020-03-01
720601-193,AIKEN MUNICIPAL AIRPORT,US,SC,33.65,-81.683,2009-01-05,2020-03-01
720602-194,BARNWELL REGIONAL AIRPORT,US,SC,33.25,-81.383,2009-01-05,2020-03-01
720603-195,WOODWARD FIELD AIRPORT,US,SC,34.283,-80.567,2009-01-05,2020-03-01
720604-196,WILLIAMSBURG REGIONAL AIRPORT,US,SC,33.717,-79.85,2009-01-05,2020-03-02
720605-197,CHERAW MUNICIPAL LYNCH BELLINGER FIELD,US,SC,34.717,-79.95,2009-01-05,2020-03-01
720607-199,LANCASTER COUNTY MC WHIRTER FIELD AIRPORT,US,SC,34.717,-80.85,2009-01-05,2020-03-01
720608-200,MARION COUNTY AIRPORT,US,SC,34.181,-79.335,2009-01-05,2020-03-01
720611-202,SUMTER AIRPORT,US,SC,34.0,-80.367,2009-01-05,2020-03-01
720612-203,BEAUFORT COUNTY AIRPORT,US,SC,32.412,-80.634,2009-01-20,2020-03-01
720613-204,CONWAY HORRY COUNTY AIRPORT,US,SC,33.828,-79.122,2009-05-10,2020-03-01
720614-205,LINCOLN REGIONAL AIRPORT KARL HARDER FIELD,US,CA,38.909,-121.351,2009-05-10,2020-03-01
720615-206,COLUMBIA AIRPORT,US,CA,38.033,-120.417,2009-01-20,2020-03-01
720616-207,BRANSON AIRPORT,US,MO,36.533,-93.2,2009-02-01,2020-03-01
720617-208,HOUSTON EXECUTIVE AIRPORT,US,TX,29.8,-95.9,2009-02-04,2020-03-01
720619-99999,FRANCIS E WARREN AFB HELIPORT,US,WY,41.133,-104.867,2009-04-23,2020-02-29
720624-211,MADISON MUNICIPAL AIRPORT,US,SD,44.016000000000005,-97.086,2009-03-12,2020-03-01
720625-212,BLACKWELL TONKAWA MUNICIPAL AIRPORT,US,OK,36.75,-97.35,2009-03-12,2020-03-01
720626-213,PAMPA MESA VISTA AIRPORT,US,TX,35.883,-101.03299999999999,2009-03-26,2020-03-01
720627-214,STIGLER REGIONAL AIRPORT,US,OK,35.283,-95.1,2009-03-12,2020-03-01
720628-215,CLARENCE E PAGE MUNICIPAL AIRPORT,US,OK,35.483000000000004,-97.81700000000001,2009-03-26,2020-03-01
720629-216,JACK BARSTOW AIRPORT,US,MI,43.663000000000004,-84.26100000000001,2009-04-06,2020-03-01
720631-217,MARLBORO COUNTY JETPORT H E AVENT FIELD,US,SC,34.617,-79.733,2009-04-20,2020-03-01
720632-218,SUMMERVILLE AIRPORT,US,SC,33.063,-80.279,2009-04-04,2020-03-01
720633-219,HARTSVILLE REGIONAL AIRPORT,US,SC,34.4,-80.117,2009-04-03,2020-03-01
720634-220,FAIRFIELD COUNTY AIRPORT,US,SC,34.315,-81.109,2009-04-21,2020-03-01
720635-221,H A CLARK MEMORIAL FIELD AIRPORT,US,AZ,35.3,-112.2,2009-05-08,2020-03-01
720636-222,CLINTON MEMORIAL AIRPORT,US,MO,38.35,-93.68299999999999,2009-05-11,2020-03-01
720637-223,HOUSTON SOUTHWEST AIRPORT,US,TX,29.5,-95.477,2009-06-01,2020-03-01
720638-224,BEND MUNICIPAL AIRPORT,US,OR,44.095,-121.2,2009-05-24,2020-03-01
720639-225,HORSESHOE BAY RESORT AIRPORT,US,TX,30.533,-98.367,2009-06-05,2020-03-01
720643-54940,FOREST CITY MUNICIPAL AIRPORT,US,IA,43.235,-93.624,2009-07-14,2020-03-01
720645-227,PLACERVILLE AIRPORT,US,CA,38.717,-120.75,2009-07-11,2020-02-24
720646-228,HALF MOON BAY AIRPORT,US,CA,37.513000000000005,-122.501,2009-07-17,2020-03-01
720647-229,LAMPASAS AIRPORT,US,TX,31.105999999999998,-98.196,2009-07-19,2020-03-01
720648-230,AUSTIN EXECUTIVE AIRPORT,US,TX,30.395,-97.56700000000001,2009-07-22,2020-03-01
720649-231,HALIFAX NORTHAMPTON REGIONAL AIRPORT,US,NC,36.33,-77.635,2009-07-22,2020-03-01
720651-232,UNION COUNTY AIRPORT,US,OH,40.225,-83.352,2009-07-21,2020-03-01
720652-433,BRIDGEPORT SONORA JUNCTION,US,CA,38.356,-119.51899999999999,2009-08-27,2020-03-01
720655-235,CRYSTAL RIVER AIRPORT,US,FL,28.866999999999997,-82.56700000000001,2009-08-12,2020-03-01
720659-239,OZONA MUNICIPAL AIRPORT,US,TX,30.735,-101.20299999999999,2009-11-18,2020-03-01
720665-243,MAGNOLIA OIL PLATFORM,US,LA,27.2,-92.2,2009-12-29,2020-03-01
720666-244,SHIP SHOAL OIL PLATFORM,US,LA,28.6,-91.2,2009-12-29,2020-02-22
720668-246,EAST BREAKS OIL PLATFORM,US,TX,27.816999999999997,-94.31700000000001,2009-12-29,2020-03-01
720669-247,GUNNISON OIL PLATFORM,US,TX,27.3,-93.53299999999999,2009-12-29,2020-03-01
720672-485,FLAGLER COUNTY AIRPORT,US,FL,29.467,-81.206,2009-11-03,2020-02-29
720749-24255,WHIDBEY ISLAND NAS,US,WA,48.35,-122.667,2005-01-01,2020-02-29
720965-13910,DYESS AIR FORCE BASE,US,TX,32.433,-99.85,2005-01-03,2020-03-01
722003-54930,STANTON AIRFIELD,US,MN,44.476000000000006,-93.016,2006-01-01,2020-03-01
722004-54922,HARRY STERN AIRPORT,US,ND,46.244,-96.60700000000001,2006-01-01,2020-03-01
722006-54926,QUENTIN AANENSON FIELD AIRPORT,US,MN,43.621,-96.21600000000001,2006-01-01,2020-03-01
722007-54828,TUSCOLA AREA AIRPORT,US,MI,43.458999999999996,-83.446,2005-02-01,2020-03-01
722008-12995,MUSTANG BEACH AIRPORT,US,TX,27.811999999999998,-97.089,2006-01-01,2020-03-01
722010-12836,KEY WEST INTERNATIONAL AIRPORT,US,FL,24.557,-81.755,1973-01-01,2020-03-01
722011-92813,KISSIMMEE GATEWAY AIRPORT,US,FL,28.29,-81.437,2006-01-01,2020-03-01
722014-12818,HERNANDO COUNTY AIRPORT,US,FL,28.474,-82.454,2006-01-01,2020-03-02
722015-12850,KEY WEST NAS,US,FL,24.583000000000002,-81.683,1973-01-01,2020-03-01
722016-12896,THE FL KEYS MARATHON ARPT,US,FL,24.726,-81.05199999999999,2006-01-01,2020-03-01
722020-12839,MIAMI INTERNATIONAL AIRPORT,US,FL,25.788,-80.317,1973-01-01,2020-03-01
722021-92816,VANDENBERG AIRPORT,US,FL,28.014,-82.345,2005-01-01,2020-03-01
722022-12803,BOCA RATON AIRPORT,US,FL,26.378,-80.108,2006-01-01,2020-02-29
722024-12882,OPA LOCKA AIRPORT,US,FL,25.906999999999996,-80.28,2006-01-01,2020-03-01
722026-12826,HOMESTEAD AFB AIRPORT,US,FL,25.483,-80.383,1943-02-01,2020-03-01
722029-12888,KENDALL-TAMIAMI EXEC ARPT,US,FL,25.648000000000003,-80.433,2006-01-01,2020-03-01
722030-12844,PALM BEACH INTERNATIONAL AIRPORT,US,FL,26.685,-80.09899999999999,1943-02-06,2020-03-01
722031-63839,FOLSOM FIELD AP,US,AL,34.269,-86.85799999999999,2006-01-01,2020-02-29
722032-54916,WASECA MUNICIPAL AIRPORT,US,MN,44.074,-93.553,2006-01-01,2020-03-01
722033-4999,GRANITE FALLS MUNI ARPT/LENZEN-ROE MEMORIAL FIELD,US,MN,44.753,-95.556,2006-01-01,2020-03-01
722034-12812,CHARLOTTE COUNTY AIRPORT,US,FL,26.916999999999998,-81.991,2006-01-01,2020-03-01
722037-92809,NORTH PERRY AIRPORT,US,FL,25.999000000000002,-80.241,2006-01-01,2020-03-01
722038-12897,NAPLES MUNICIPAL AIRPORT,US,FL,26.155,-81.775,1999-01-01,2020-03-01
722039-12885,FT LAUDER EXECUTIVE ARPT,US,FL,26.197,-80.171,2006-01-01,2020-03-01
722040-12838,MELBOURNE INTL AP,US,FL,28.101,-80.64399999999999,1974-11-13,2020-03-01
722041-12993,SOUTH LAFOURCHE AIRPORT,US,LA,29.445,-90.26100000000001,2006-01-19,2020-03-01
722042-53978,WOOD COUNTY AIRPORT MINEOLA,US,TX,32.742,-95.49600000000001,2006-01-01,2020-03-01
722044-53930,ADA MUNICIPAL AIRPORT,US,OK,34.804,-96.671,2006-01-01,2020-03-01
722046-12898,SPACE COAST REGIONAL AIRPORT,US,FL,28.517,-80.8,2006-01-01,2020-02-29
722049-92805,POMPANO BEACH AIRPARK ARPT,US,FL,26.25,-80.108,2006-01-01,2020-03-01
722050-12815,ORLANDO INTERNATIONAL AIRPORT,US,FL,28.434,-81.325,1952-05-07,2020-03-01
722051-53932,ATOKA MUNICIPAL AIRPORT,US,OK,34.398,-96.148,2005-01-01,2020-03-01
722052-53933,ALVA REGIONAL AIRPORT,US,OK,36.773,-98.67,2006-01-01,2020-03-01
722053-12841,EXECUTIVE AIRPORT,US,FL,28.545,-81.333,1990-02-08,2020-03-01
722054-53959,WEST MEMPHIS MUNICIPAL APT,US,AR,35.135,-90.234,2005-01-01,2020-03-01
722055-12861,OCALA INTERNATIONAL AIRPORT-JIM TAYLOR FIELD,US,FL,29.166999999999998,-82.23299999999999,2006-01-01,2020-03-01
722057-12854,ORLANDO SANFORD AIRPORT,US,FL,28.78,-81.244,1973-01-01,2020-03-01
722059-4866,BURLINGTON MUNICIPAL ARPT,US,WI,42.69,-88.304,2006-01-01,2020-03-01
722060-13889,JACKSONVILLE  INTERNATIONAL AIRPORT,US,FL,30.495,-81.694,1948-01-01,2020-03-01
722061-3038,COPPER MOUNTAIN,US,CO,39.467,-106.15,2006-01-01,2020-03-01
722062-63842,DOUGLAS MUNICIPAL AIRPORT,US,GA,31.476999999999997,-82.861,2006-01-01,2020-03-01
722065-93837,JACKSONVILLE NAS,US,FL,30.233,-81.667,1973-01-01,2020-03-01
722066-3853,MAYPORT NAF,US,FL,30.4,-81.417,1973-01-01,2020-03-01
722067-63823,CECIL FIELD AIRPORT,US,FL,30.219,-81.876,2006-01-01,2020-03-01
722069-53853,DESTIN-FT.WALTON BEACH APT,US,FL,30.4,-86.47200000000001,2006-01-01,2020-03-01
722070-3822,SAVANNAH/HILTON HEAD INTL AIRPORT,US,GA,32.131,-81.202,1948-01-01,2020-03-01
722071-53935,CHICKASHA MUNICIPAL ARPT,US,OK,35.096,-97.96600000000001,2006-01-01,2020-03-01
722073-3727,SAMPSON COUNTY AIRPORT,US,NC,34.976,-78.36399999999999,2006-01-01,2020-03-01
722074-63840,CARMI MINICIPAL AIRPORT,US,IL,38.089,-88.12299999999999,2006-01-01,2020-03-01
722075-4871,DE KALB TAYLOR MUNI ARPT,US,IL,41.931999999999995,-88.708,2006-01-01,2020-03-01
722076-94891,VERMILION COUNTY AIRPORT,US,IL,40.2,-87.6,2006-01-01,2020-03-01
722078-53938,HALLIBURTON FIELD AIRPORT,US,OK,34.471,-97.95100000000001,2006-01-01,2020-03-01
722079-53888,DAVIDSON COUNTY AIRPORT,US,NC,35.781,-80.304,2006-01-01,2020-03-01
